round,epoch,labeled_size,loss,mIoU,f1,grad_train_val_cos,grad_cos_to_mean_mean,grad_cos_consecutive_mean,grad_total_norm_mean,experiment_name
1,1,151,0.4826563516178647,0.49323874207232193,0.5206304596787346,0.8151396248062112,0.998513601236233,0.9969540152063768,4.867405004787298,baseline_bald
1,2,151,0.2683636352822587,0.5149771941561592,0.5480442643310819,0.854879102502927,0.9958990849921519,0.9895276717104105,2.3689290497591333,baseline_bald
1,3,151,0.16257667058223002,0.5488705902305118,0.6036869185540228,0.8278176771798323,0.9905379617845698,0.9778994374022277,1.3448083131581887,baseline_bald
1,4,151,0.11361700397085499,0.5647524135140154,0.6269162535860857,0.7989882056289861,0.9791561733764664,0.9545560429184693,1.0684661872229566,baseline_bald
1,5,151,0.09267060861394212,0.6008053440294644,0.6784325340790004,0.772368166137592,0.9306754098823488,0.8632453284664477,0.9003979227987016,baseline_bald
1,6,151,0.08518098083299559,0.6413010030719684,0.7289864212837884,0.8087886538533435,0.9812109800744306,0.9710863471783322,0.8118136945743718,baseline_bald
1,7,151,0.07400542940642382,0.6368474146545207,0.7224920589752205,0.9172952280054831,0.971973310877106,0.9319358873824094,0.6345323257704182,baseline_bald
1,8,151,0.06820339860545623,0.639566527157529,0.7255579340050013,0.8575984967540344,0.8435525609342809,0.5527941742479107,0.7456949837092943,baseline_bald
1,9,151,0.06834684790590324,0.6140165723798712,0.6940427976686818,0.7886451356746059,0.6524681540180934,0.37048595083059793,0.7030933400589301,baseline_bald
1,10,151,0.061501071259782124,0.6611262455925391,0.7505144552601681,0.9085838805585116,0.7717824432524776,0.5702303440236441,0.533759731119774,baseline_bald
2,1,239,0.44025822665731784,0.49584671888743753,0.510865135606007,0.9131891478547369,0.9953259383607285,0.9937328193761406,4.558655239323785,baseline_bald
2,2,239,0.23120801176055003,0.5318919412170809,0.5746546144802432,0.9030066936000729,0.9939714009027042,0.9877591716758626,2.512122151388251,baseline_bald
2,3,239,0.16216303029302823,0.6066958676661897,0.6848993418647098,0.9121289845156597,0.9777551762179739,0.9487370606086049,1.7231806443074507,baseline_bald
2,4,239,0.1263606039396787,0.6283470662490467,0.7126535451838187,0.9129350919837688,0.8423736164049536,0.7123612935994498,1.2980807385944286,baseline_bald
2,5,239,0.11316868088255494,0.5794687307291846,0.6475069854707106,0.9110328853953119,0.7575776966818566,0.625362384333345,1.5368956462505934,baseline_bald
2,6,239,0.09793643331376173,0.6378989299190312,0.7233342297425169,0.6522019830811658,0.5609242705720239,0.28295034791922985,1.078739121986721,baseline_bald
2,7,239,0.08923506048523773,0.6847250382557438,0.7753498369675512,0.9285847199519459,0.8217688353674856,0.7771710726736224,0.9126562394660795,baseline_bald
2,8,239,0.08725645311050496,0.6826717238998742,0.7744088262923894,0.515773624473406,0.32394513758586163,-0.03628200467857574,0.9685932837563284,baseline_bald
2,9,239,0.0817366172638485,0.6266842468219033,0.7095154268415731,0.8442593117327091,0.6849048593577911,0.5844006733788281,0.8357525724552032,baseline_bald
2,10,239,0.07909088294511124,0.6498388721128745,0.7369052038955639,0.6837402847603938,0.5460203497578049,0.27583508651695104,0.8237649965270084,baseline_bald
3,1,327,0.3950426333848341,0.5484189445417854,0.6022903487670969,0.8733897805292459,0.9970352641519484,0.9928475437086943,4.309054839163038,baseline_bald
3,2,327,0.20346443309092227,0.5917075540551461,0.6645177956382522,0.9045586726511977,0.8852920625932696,0.7217965093535782,2.1318016564864575,baseline_bald
3,3,327,0.1562490764039534,0.6589338514945631,0.7473626283849104,0.8773998103384778,0.6771422690116107,0.23030220899750553,1.7587419243848472,baseline_bald
3,4,327,0.13839177943674136,0.6508210095697207,0.7380451243111379,0.8853280653271068,0.5726293148834634,0.05863683360097854,1.3521492294925006,baseline_bald
3,5,327,0.12215959220940684,0.6648052948814096,0.7535762498272636,0.9165228449721006,0.7465250753677765,0.36769223496215536,1.0645528570558416,baseline_bald
3,6,327,0.12086755722577189,0.6679421610011069,0.7568457858898249,0.8448070786612566,0.5784295401680657,0.3295486236445701,1.0853537902587642,baseline_bald
3,7,327,0.1102784788351,0.679269759919467,0.7696529085676372,0.8450263251804824,0.683011562358238,0.2871679862299132,0.9737694457039622,baseline_bald
3,8,327,0.10928632263784055,0.7128946194275705,0.8027627578003822,0.8026508801023183,0.600312975173874,0.2013667475702619,0.967352662134488,baseline_bald
3,9,327,0.09791025682639928,0.6600161350809326,0.7481742002063223,0.2240671807690179,0.4645739320774006,0.22543026256176552,0.7071630137374989,baseline_bald
3,10,327,0.09714522387510464,0.7146475556868637,0.8047704326532876,0.6621966185256124,0.23495173368133077,0.15045630061617496,0.7303369540085485,baseline_bald
4,1,415,0.45140312959268253,0.6113061527730668,0.691173439243377,0.8929886256425811,0.9992800402356674,0.9983978067429113,4.020367951195148,baseline_bald
4,2,415,0.20433878160796118,0.6508572326296743,0.7381606005499993,0.8919349567259159,0.9545515477830164,0.9081578404954064,1.7948072009603764,baseline_bald
4,3,415,0.15263516889903153,0.6427402628679725,0.728607079938922,0.8716438917978531,0.967059631709503,0.9467469974756157,1.347211126752347,baseline_bald
4,4,415,0.13200326039663796,0.6475111588119259,0.7341306850512179,0.8184692222253163,0.896445270375124,0.8372711399061977,1.0863116409907596,baseline_bald
4,5,415,0.12204340302828447,0.6987572302619716,0.7888459856689714,0.602697244354414,0.5327582181205194,0.22342284180095578,1.0820074048277495,baseline_bald
4,6,415,0.11460249813146961,0.6875539172065637,0.7775229207452793,0.8627215540636882,0.49972372906413354,0.28511792063715297,0.959060046628577,baseline_bald
4,7,415,0.10900009405410406,0.6500949550770205,0.7369182452392833,-0.00022843123966481314,0.4252645397420298,-0.3993694298936367,0.9212203252114873,baseline_bald
4,8,415,0.10296622924144985,0.7222111333280486,0.8114356367708244,0.7493233784193233,0.46762453079062366,0.13457802027070273,0.782398208185825,baseline_bald
4,9,415,0.09953268418468318,0.7219075741560413,0.8112551634348837,0.6641327947731919,0.8876318405862702,0.7380315096704072,0.7360824780772203,baseline_bald
4,10,415,0.09567431642592532,0.7083135661552703,0.798126656984192,0.6232145515619965,0.34052917615286493,0.006470111168062569,0.6789844155533422,baseline_bald
5,1,503,0.3772381330728531,0.631685412609421,0.716159412363825,0.8654091287157565,0.9987383006355521,0.9967955113770074,3.6389267046990077,baseline_bald
5,2,503,0.17880793392658234,0.6343105272594289,0.7188179141761333,0.8560902199062888,0.9344938081811767,0.8690582783895319,1.7089706241056637,baseline_bald
5,3,503,0.1409516561627388,0.6205388022746152,0.7018356767341816,0.780820654456155,0.8096167290193061,0.6536208808621511,1.2035351595586323,baseline_bald
5,4,503,0.12758400309085846,0.6922143652339523,0.7822639923939171,0.3523661261604701,0.3973881154387143,0.2855119847870214,1.0904903689481362,baseline_bald
5,5,503,0.11723373809456825,0.7048905274727997,0.7949374538703498,0.7313771521376221,0.4109844316926583,0.06651741151544412,0.9554022714560692,baseline_bald
