round,epoch,labeled_size,loss,mIoU,f1,grad_train_val_cos,grad_cos_to_mean_mean,grad_cos_consecutive_mean,grad_total_norm_mean,experiment_name
1,1,151,0.4869529878770983,0.4922237839572831,0.5221264230401088,0.8090561871530078,0.9990055312011006,0.9974918832229422,4.652395890115282,baseline_bald
1,2,151,0.28015464262382406,0.5298634421770273,0.5729838624095844,0.9411059217123597,0.9992498076310479,0.9984231209489535,2.456180589500155,baseline_bald
1,3,151,0.18369613990590378,0.5385150353504046,0.5859661757269202,0.944079976061763,0.998527131304204,0.9963701245662053,1.6260766470252135,baseline_bald
1,4,151,0.13122073540816437,0.5666119834311578,0.6293895061729463,0.9320587450432268,0.9893713805981417,0.9851869978887782,1.1461396129858856,baseline_bald
1,5,151,0.10367398306324675,0.6002271462637143,0.6764729082154729,0.9500465294270006,0.9875922554858565,0.9706875981226962,0.9235828884044982,baseline_bald
1,6,151,0.08824687249757149,0.6179938049606446,0.6993029006688594,0.8939382015192588,0.972755652852808,0.9260210259639117,0.7693647469943942,baseline_bald
1,7,151,0.07479994975634523,0.6082374512672515,0.6866030643257889,0.92967862107706,0.8697711824384343,0.7881561204317371,0.6773911097431602,baseline_bald
1,8,151,0.0668590648754223,0.6445679925815234,0.7313532895361122,0.9387563775070255,0.9288800949658369,0.8216334113225139,0.6210195182422702,baseline_bald
1,9,151,0.05780942657509366,0.6423980141770217,0.728612533998866,0.9322514737571018,0.9453538901493542,0.9076457464179741,0.4389184926611839,baseline_bald
1,10,151,0.053830708351892395,0.6249830604748793,0.7075583318266059,0.8867528582507687,0.8653558985467189,0.6975483994760217,0.4485591520059719,baseline_bald
2,1,239,0.43277755733263695,0.5454587383058582,0.5973418293769911,0.8525174538874268,0.9974854039021172,0.9948305302823183,4.9967037341392615,baseline_bald
2,2,239,0.2324309005575665,0.607621060982664,0.6861170986034976,0.8447668776831558,0.989894068825214,0.9759528283187487,2.4932106507906964,baseline_bald
2,3,239,0.1653802653743049,0.6202851759790949,0.7017121407270194,0.9030124860424996,0.8383125318447473,0.6310721656188817,1.5723614203549883,baseline_bald
2,4,239,0.1367941919272229,0.6167707077383523,0.6971846378345703,0.8898262232643751,0.6772260333247161,0.45854314006473534,1.3242706289046584,baseline_bald
2,5,239,0.11939584994215076,0.6370112424179237,0.7219697075843016,0.8704460745474796,0.718136867326442,0.5338518278485591,1.131405400380994,baseline_bald
2,6,239,0.11223089669720601,0.6465651099296011,0.7332715872745399,-0.0845383666282945,0.6617944140156137,0.2589289987629441,1.2832339577533576,baseline_bald
2,7,239,0.1128470036437956,0.6220067979414925,0.7037940684003497,0.6923774511555271,0.6274909540819581,0.7345583186455847,1.1614028540299317,baseline_bald
2,8,239,0.10193370276335943,0.6811647947889994,0.7711784744324948,0.692910836291989,0.44080886251819806,0.0746386315416289,0.8882747289642624,baseline_bald
2,9,239,0.09690113624526282,0.6717785767915402,0.7609672770405645,-0.03408714868048971,0.0899935432797813,0.01614348313425919,0.8541023606775275,baseline_bald
2,10,239,0.09130681678652763,0.6740771394207687,0.7633939871451355,0.689281643334698,0.574829424435787,-0.09317120373083994,0.753469639553467,baseline_bald
3,1,327,0.4857158635133578,0.6139672759699955,0.694998929996453,0.913115131339602,0.9956485851694423,0.9895615508130903,4.764029038072901,baseline_bald
3,2,327,0.23545128438207838,0.6242231744434381,0.7065426637219847,0.9114250115173668,0.9544889863340866,0.9053164491978626,2.1445110786199257,baseline_bald
3,3,327,0.17562383551288535,0.6142461440174591,0.6940264817828402,0.8970325718299109,0.9029761368307608,0.8756612643663529,1.506863666017904,baseline_bald
3,4,327,0.14947280370526844,0.7074036884304533,0.7977821665937681,0.9071131946877163,0.6459075278994504,0.3204012852442462,1.299006542662414,baseline_bald
3,5,327,0.13658819954704354,0.6134253779789511,0.6928222794034039,0.8794640788352136,0.7070432775274065,0.5246313596536688,1.1268294824855853,baseline_bald
3,6,327,0.1302143606690713,0.6298466349058094,0.7131314506240746,0.46659585900333866,0.4035546897326872,-0.18199911947433442,1.1118798968636903,baseline_bald
3,7,327,0.12330417394822027,0.7071281509114381,0.7970173440757284,0.910275326834249,0.5424335991325848,0.23049286194886273,0.998041561112823,baseline_bald
3,8,327,0.11657027969205822,0.6868112237234912,0.7766675867724551,0.4635682287568966,0.23568701046143023,0.5492032779541305,0.9023353738068158,baseline_bald
3,9,327,0.11092047052986828,0.7141223974152099,0.8038250526933823,0.25168316819117564,0.7187734308918857,0.3773011801917952,0.8231438123062332,baseline_bald
3,10,327,0.1093429569384934,0.7004317922801536,0.7903750413906747,0.31041613298584425,0.5092009178633654,0.17603941264152548,0.8838106309427238,baseline_bald
4,1,415,0.41611065375573425,0.6384967913240036,0.725321857628428,0.9030433577895631,0.9982113821592333,0.9956198328063754,3.8377422307445754,baseline_bald
4,2,415,0.20280081048173812,0.661680219299015,0.7510446831339329,0.8808944267534483,0.8309492477548557,0.6488881816285751,1.9639901461588327,baseline_bald
4,3,415,0.1597753740774775,0.6747046777116408,0.7640847445540873,0.7295775365131447,0.8304674143820576,0.599601071782392,1.3136325043226416,baseline_bald
4,4,415,0.14186232450228292,0.6896264689233078,0.7795394203160471,-0.253881126358305,0.15831685483282582,-0.0918653113698115,1.1478181249230774,baseline_bald
